0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.62,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.61,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.31,  1.00,  0.61,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.30,  1.00,  0.61,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.30,  1.00,  0.61,  0.10,  1.00,  0.59,  0.10,  0.32
0.37,  0.53,  0.57,  0.22,  1.00,  0.74,  0.30,  1.00,  0.61,  0.10,  1.00,  0.59,  0.10,  0.32
